,tweetpositive,keyphrases
61,the man who changed the fate of chelsea club his large investment into transfers chelseas state of the atraining ground amp 16 trophies in 18 years have helped propel the blues into one of the biggest clubs in europe on this day 1971 chelsea have an open top bus celebration after winning the ecwc gracia kun from chelsea fan thanks for everything epl will always be your home at wat age and wat happened to suarez last season stop blaming d coach dre are young boiz coming into d team and dey were giving lots of opportunity in d next 1 or 2 years u will staenjoying d dose young boiz which is wat chelsea and city are enjoying now chelsea star n golo kante is the nicest man in football and one of the richest after amassing 25m fortune,"[('chelsea fan', 0.5213), ('chelsea', 0.5611), ('chelsea club', 0.5675), ('chelsea fan thanks', 0.5697), ('wat chelsea', 0.6003)]"
62,i want chelsea to win the champions league they must beat chelsea next week god please arsenal chelsea leeds liverpool man city united and west ham all to win removed chelsea and ill like your tweet dcl could go for antonio wood either could be a nice differential captain lol chelsea will win the ucl after this gargantuan performance you deserve it chelsea fans like one of the best dm s in the league who s an england international a former chelsea academy graduate and be congratulations to atletico madrid on winning laliga but you gonna always be our prey for this season trusting and as well as captain fatawu to help us make it a 5,"[('chelsea fans', 0.5153), ('chelsea academy', 0.5163), ('arsenal chelsea', 0.5198), ('nice differential captain lol chelsea', 0.5373), ('chelsea', 0.561)]"
63,have a good trip to portugal we will be in wealdstone clubhouse next saturday night cheering a chelsea victory if dmitri joins next season will be great kharine dmitri kharine i always wanted to leave chelsea for man city thank you for giving me a good reason best game of the season liverpool first leg surprise of the season militao as a chelsea fan i absolutely love suarez get thee behind me hater i like that in a striker he s a winner and scores chelsea with suarez win the quadruple this year great project so glad to be a paof it,"[('chelsea victory', 0.461), ('chelsea', 0.4825), ('season liverpool first leg surprise', 0.4833), ('liverpool', 0.5043), ('chelsea fan', 0.5102)]"
64,i 100 want chelsea to win the ucl however if we don t aguero and kdb adding a ucl to their legacies gt gt gt gt gt also would be happy for the two young ballers in foden and dias i really like my person can you go live on twitter space so we can talk about chelsea i would really love to join so we can interact thank you so much baby chelsea football club just gained about 10 million new fans and i can guarantee you that 95 of these new fans are fro i was a big fan for chelsea now i am a supporter for one player i ve always wanted at chelsea a pure joy to watch,"[('football club', 0.3884), ('ucl', 0.4469), ('chelsea', 0.5166), ('chelsea football club', 0.5289), ('much baby chelsea football club', 0.5727)]"
65,thank you for giving us the most monumental moment of pl history best of luck for your next endeavour sergio my team go be winning team no wayo we go dey organised and very well four defenders i go dey use i suppocity and after seeing the tweet from chelsea promoting to stop israel hate i want to win even more what s known as leading from the front massive credit to chelsea genuinely moved by the level of bravery and conviction bella hadid is showing right now literally putting her career at chelsea man what a club marc guehi has to be given a chance at chelsea next season unbelievable season on loan big future ahead of him please retweet and help us get,"[('retweet', 0.308), ('sergio', 0.3207), ('marc guehi', 0.3795), ('chelsea', 0.4351), ('chelsea man', 0.456)]"
66,by this time next week d world would be very calm cus chelsea fans are going to their cage after man city humbling chelsea never stop making these you queen thomas tuchel hopes will see the best version of timo werner on sunday sure that he will take the next ste chelsea are the champions of europe this is an important move by bro so what i m sure everyone wants chelsea to win tomorrow has spoke about it for days and will do so tomorrow people are getting excited for rice just like they did for kane a day ago and just like they did for tchoumeni the whole of last night that s normal i thank her,"[('queen thomas tuchel', 0.4148), ('chelsea', 0.4585), ('next ste chelsea', 0.5393), ('chelsea fans', 0.5415), ('calm cus chelsea fans', 0.6543)]"
67,simeone is a top manager theyre the best tactical team in the la liga by far but this atleti team winning the league showca i love our club what about declan rice amd other chelsea transfer i know you are now 2nd version of fabrizioromano i am really impressed go ahead i really cant forget his performances in the carling cup against chelsea in the semi final and against united at old trafford a 20 year old kid who had just been in england for a few months i believe he has a better ceiling than holding so i really hope gets a chance,"[('la liga', 0.3342), ('atleti team', 0.3862), ('chelsea', 0.4198), ('chelsea transfer', 0.4725), ('simeone', 0.6479)]"
68,havertz of course it was not the best season but i always look forward step by step and try to do my best to help the team i know i can do a lot better and hopefully i will do better in the next season chelsea football club just gained about 10 million new fans and i can guarantee you that 95 of these new fans are from india nice work wish to have it some other time future chelsea great bro reminder kt has won more league titles in two years than have in sixty levy s gonna block us so pls join citeh so we can have a clear run on haarland cheers i prefer this i like how theyre not giving us a ch now that is an excellent point,"[('chelsea football club', 0.5196), ('next season chelsea', 0.5913), ('next season chelsea football club', 0.6057), ('season chelsea', 0.609), ('future chelsea great bro reminder kt', 0.6255)]"
69,my chelsea trending and am excited lets finish the job tomorrow and bring the ucl home it will be a perfect season this is what my ideal pl teams would be probably chelsea win and u4 5goals you should be able to get a decent enough price on that ive seen 1 9s floating around between kane haaland and lukaku who is at the moment the most likely chelsea will sign btw i love your work nice one chelsea mufc i heard a lot of chelsea and barca fans use mtn turbonet so as a madrid fan i m going for vodafone broadband the future is exciting ready chelsea academy good players with great personality hope he impresses tuchel in the preseason leicester beats spurs and villa beats chelsea tomorrow night gonna be fun,"[('likely chelsea', 0.5115), ('chelsea', 0.5319), ('exciting ready chelsea academy', 0.5534), ('chelsea tomorrow night', 0.601), ('chelsea tomorrow', 0.6238)]"
70,wanna give this a try 10k no go bad o tune in tomorrow too manchester united 41 years won it 1952 and had another one 26 years which they won it again in 1993 fans at the stadium means we got our chelsea back then came isma l was so tough to break them down the second time we played them in the fa cup chelsea were luck to go through tbh looking forward to watching them next season chelsea manager thomas tuchel is a fan of declan rice and will recommend him to director marina granovskaia ahead of the summer transfer window the guy too good ft no go be bad oooo if you suppo to trend love you all,"[('chelsea', 0.4664), ('manchester united', 0.5057), ('fa cup chelsea', 0.5126), ('season chelsea', 0.5133), ('next season chelsea', 0.5148)]"
71,i think a team will get 3 4 very good seasons out of him tbh but levy won t let him go easily although if i m city i m going all in for haaland i can t see him going chelsea and surely united are the only other english team who can afford him sky love chelsea jose mourinho is behind harry kane to chelsea he is advising them to sign him and saying he is the best striker in the world right now side by side just off cadogan square are these two exquisite elevations 9 window types in the larger elevation alone well done chelsea fc i m happy for you cut soap for me abeg thanks debby darling,"[('chelsea', 0.3949), ('chelsea he', 0.4315), ('mourinho', 0.4793), ('love chelsea', 0.4926), ('sky love chelsea jose mourinho', 0.559)]"
72,i am glad that i never supported chelsea and now i wish manchester city to win the champion league best game of the season 3 1 liverpool have a true talent on their books should marc guehi get a chance in first team next season no ones arguing about how good this chelsea team have been since ts arrival inexplicable why we are going so big on english talent when the most recently successful clubs in engl next saturday at 3 00pm we got swansea city playing for promotion the champions league final between chelsea and manchester city and the columbus crew play toronto fc what a great day for soccer i liked the germany entry and i thought he looked like jamie lang from made in chelsea,"[('champions league final', 0.4123), ('champions league', 0.4285), ('liverpool', 0.4338), ('chelsea', 0.4927), ('chelsea team', 0.5144)]"
73,paused my chelsea youtube clip viewing for this not disappointed good man with the good content liverpool crystal palace liverpool win villa chelsea chelsea win i back this for chelsea too the superb swansea city player ratings as chelsea loanee and ben cabango star and true jack remarkable as wembley plac one more week till chelsea goes for glory in the kerr is our biggest global name in women s spowith the nike international ambassadorship her goalscoring feats at chelsea and a magnificent record with the matildas coolest finisher chelsea had this century i expect a thank you from u bcoz ik am good daaaamn ur soooo tastyyyyyy not tomalidemu oh baby u are fuckin sweet it means so sooo much dear chelsea thank you from the bottom of my hea job well done for vip members,"[('chelsea chelsea', 0.5181), ('chelsea', 0.5304), ('chelsea loanee', 0.5629), ('chelsea youtube clip', 0.5744), ('much dear chelsea', 0.6367)]"
74,it was a tough season for me i know i can do a lot better but right now the most important thing is to finish the season well chelsea is one of the few club in england that has black legends i honestly didn t picture him to sound like that but i love how he speaks i already know he d be great in the chelsea squad i didnt trade anything is bcos he involved god and i love god so much and hes a chelsea fan too you still owe me vn well of course psv has more money better players and performs better like psv is the chelsea of the netherlands fc utrecht is the everton of the netherlands chelsea we must win,"[('tough season', 0.3843), ('chelsea squad', 0.4003), ('chelsea', 0.4483), ('well chelsea', 0.4494), ('chelsea fan', 0.4547)]"
75,heard their name ring out around the stadium as fans of chelsea celebrated winning the euro super cup he said they are better than chelsea only city and liverpool they will recover better than arsenal double vs chelsea win at ot he s breeding a winning culture here watch out come on lads i think is gonna be better than some of chelsea s games this season i m not rearranging my sock draw going to throw a curve ball in here everyone saying about haaland and kane but id love to see chelsea make a move for calvin lewin not a popular choice maybe but he holds the play up i personally think werner amp pulisic will thrive of him like robben and duff did drogba really missed team is so much better when shes leading the way,"[('robben', 0.3679), ('chelsea games', 0.4099), ('liverpool', 0.4233), ('chelsea win', 0.505), ('chelsea', 0.5085)]"
76,i wish you guys best of luck up chelsea harry kane to chelsea will be a good thing that no9 is needed i gotta say looks good liverpool amp leicester win chelsea lose then lose the cl final to mc that would indeed be extremely amusing whoa so undeserved thanks so much chelsea looking forward to what s ahead for you resort 2012 i saw the show this was paof at the dearly departed haunch of venison gallery in chelsea the abook from the show is one of my favorites guehi and tomori really hoped those two would be the future chelsea cbs with silva as their mentor,"[('chelsea', 0.4123), ('much chelsea', 0.4125), ('chelsea harry kane', 0.471), ('good liverpool amp leicester win chelsea', 0.5029), ('future chelsea cbs', 0.5238)]"
77,esa es distinguido y le invito pa unos platos t picos hay q empezar a que el guille se empape de la gastronom a quite a have you tried yahuarlocro and by the way good luck with chelsea he won a la liga medal too well let s see next year liverpool and chelsea will be better i don t understand how people hating on for calling racism out smfh people must do better frfr thanks keep doing this great thing it means a lot to us as a chelsea fan oya follow back im expecting the vn thank you heard their name ring out around the stadium as fans of chelsea celebrated winning the fa cup chelsea books their ucl spot for next season then wins the ucl aahhh scenes,"[('next year liverpool', 0.4364), ('chelsea', 0.457), ('chelsea fan oya', 0.4799), ('fa cup chelsea', 0.5076), ('chelsea fan', 0.5086)]"
78,thanks for the article on the new astronauts however one correction pas are physician assistants not s we smashed chelsea the year they won the title and the year they won europa league so composed and humble at 20 years old personally i think he could do with thiago silva mentoring him next season since their roles as a centrebacks are the same future chelsea starter right here some good stats to showoff can t wait to visit nyc again soon chelsea is my favorite place the market the highline real chelsea fans appreciate jorginho fc is a lowly club club and is considered a small and is great london god willing man city will achieve the champions league,"[('chelsea fans', 0.4475), ('chelsea', 0.4706), ('highline real chelsea fans', 0.4915), ('new astronauts', 0.4975), ('future chelsea starter', 0.6261)]"
79,en champions hemos ca do en semifinales y aunque el chelsea fue muy superior hasta los minutos finales estuvimos a un gol amazing as always much love to zizou and the boys for giving it their all only key mistake this season was trynna play 3 5 2 or 5 3 2 against chelsea and not giving our classic 4 3 3 a chance could have been very different oh wells till next season pls sign okay great job now time to move to chelsea well done chelsea not something i say very often thank you chelsea this man is dominating football in the years to come it was indeed worthy an experience he plays wonderful penalties personally i like him chelsea was incredible,"[('champions hemos', 0.326), ('wonderful penalties', 0.3799), ('el chelsea', 0.4418), ('chelsea', 0.4566), ('aunque el chelsea fue muy superior hasta los', 0.4882)]"
80,what i like about chelsea fans is that they dont have time to talk about other teams always the blues keep up blues youre so good darling beast cant wait to join me chelsea he s got everything to his game speed power aerial ability can defend good on the ball don t think he will be in chelsea s plans though i m sure if swansea go up they will want him again though he s going to be tremendous for chelsea what a talent chelsea deserve to win the champions league want him to get a look in at chelsea he s a proper player every academy player that is in the chelsea first team had amazing loan spells i mean he wants to win silverware so i guess chelsea are as good a team as any,"[('swansea', 0.3973), ('chelsea', 0.5287), ('chelsea he', 0.5341), ('talent chelsea', 0.5561), ('chelsea fans', 0.6208)]"
81,hopefully the same as the chelsea and leister final 10k each team sorry you are feeling like this but tomorrow this time we might finish 8th and next week when chelsea finish 5th but win cl we will be in europe and to cheer you up heres our new puppy bielsa i agree with you it should happen why don t cry smile and show that beautiful smile you have chelsea thank you chelsea much love from israel pls win the champions league jeremy zucker amp chelsea cutler songs are the best same here thank god weve got a final to watch i think they will appoint portuguese i personally like frank lampard binned off prematurely by chelsea in my opinion and did a good job at derby look at them now contes a hero loved chelsea hes top draw,"[('final 10k', 0.3351), ('champions league jeremy zucker amp chelsea cutler songs', 0.3517), ('champions league', 0.4234), ('chelsea', 0.4854), ('chelsea finish', 0.6419)]"
82,if we are being real this was the best season for us to do anything no fans chelsea with lampard and liverpool injuries omooo chelsea fans want the win any outstanding impact of varane in madrid this season even against chelsea any specific performance thats worthy of praise please dont link him with us happy world goth day shout out to my goth side that comes out sometimes here s a pic of me in 8th grade and then me in 2017 before seeing chelsea wolfe with declan chelsea boost their champions league hopes for 2021 22 the superb swansea city player ratings as chelsea loanee and ben cabango star and true jack remarkable as wembley place b,"[('chelsea fans', 0.5049), ('fans chelsea', 0.5204), ('chelsea', 0.5264), ('superb swansea city player ratings', 0.5298), ('liverpool injuries omooo chelsea fans', 0.5518)]"
83,give these same group of players to a very tactical coach and barca will be a joy to watch just like lampard said about chelseas a beauty really really like marc guehi as a talented defender amp his humble character his post match interview tonight just made me smile yes i will be sorry to see tomori leave if it happens but having this guy helps me deal with that have similar vibes with marc for sure im so glad hes a chelsea player what a professional i believe in you timo i swear this game don enter man city will find it difficult to win but over 1 5 sure chelsea definitely winning then the other over 1 5 boom congratulations bro,"[('chelsea', 0.3454), ('chelsea player', 0.3765), ('post match interview tonight', 0.3832), ('sure chelsea', 0.4008), ('barca', 0.5633)]"
84,i think chelsea is the only big club in the world where the fans truly adore their owner i enjoyed this kuhappy zouma interview on the 5the stand app love how he reacted when mourinho called him to join chel i do like those chelsea boots guehi the future of chelsea every single chelsea fan like me starting to reap the rewards of romans long term investment sarri best manager last 5 years for chelsea well liverpool also have a very good record against them and in the last 6 games have won 19 1 against them i looove chelsea but think he means when it comes to chelsea its the best you can hope for,"[('chelsea boots', 0.5137), ('single chelsea fan', 0.5981), ('chelsea', 0.6085), ('chelsea fan', 0.6443), ('chelsea well liverpool', 0.6508)]"
85,i received 2 jerseys from an anon today with a note saying i should pepper my enemies on saturday i shall indeed be doing just that i appreciate hey you look great chelsea we love ya girl remember the superb swansea city player ratings as chelsea loanee and ben cabango star and true jack remarkable as wembley place booked via this man and cavani are the reasons why i still love grandpa i never totally write them off i wish chelsea can buy ague we want to say a big thank you to hospice fundraiser chelsea who has challenged herself to diamond apaint the hospice had an unreal connection w chelsea fans one of my favourite and one of our best managers for sure so chelsea win the trophy of beating the laliga champions,"[('hospice fundraiser chelsea', 0.4759), ('chelsea win', 0.4822), ('chelsea', 0.5031), ('great chelsea', 0.5531), ('chelsea fans', 0.5673)]"
86,thank you so much from all the jewish supporters here in israel this is our club were the blue family and this club is open for everyone cute kay si chelsea umay lumay hahahaghahahahahahahha best game of the season vs liverpool home surprise of the season miguel this is funny indeed man city is really huge but chelsea will find a way to score i imagine chelsea davey must feel like the luckiest woman on earth right now surprise x cb partnership arguably stronger than ramos x varane wow let me screenshot this he replied my post so i actually said the day you do chelsea will win the ucl so chelsea can win la liga happy birthday brother may chelsea gave u the best gift ever,"[('liverpool home surprise', 0.5052), ('cute kay si chelsea umay', 0.5179), ('imagine chelsea', 0.534), ('ucl so chelsea', 0.5587), ('chelsea', 0.5711)]"
87,maybe i m not the best at being loved but i like to think i m pretty good at loving mos exclusive interview later with chelsea keeper edouard mendy on his incredible life story six years ago he was one the dole next week he plays in cl final he hopes his story will give his sons hope in tough times jamais lacher he says never let go never give up injured most of the season and did well when he played bar the chelsea game this is what chelsea need you think if chelsea win the champions league youve had a better season so long its a chelsea banter im all in 4 years ago already glad to be able to see his last appearance for chelsea,"[('chelsea game', 0.3388), ('chelsea', 0.358), ('chelsea keeper edouard', 0.3806), ('chelsea win', 0.381), ('chelsea banter', 0.4427)]"
88,the superb swansea city player ratings as chelsea loanee and ben cabango star and true jack remarkable as wembley place booked so nice to be outside again here s to a good summer everyone lesgooooo chelsea manhattan more than ready we want to say a big thank you to hospice fundraiser chelsea who has challenged herself to diamond apaint the hospices logo read chelseas story and suppoher here and keep up to date with how shes getting via twitch here tomorrow is gonna be a barn burner in the that game for 3rd 4th and 5th gonna be exciting hope win it and then hoping chelsea bottle it and win theirs then pray chelsea beat city on the champions league finals chelseas squad is not underestimated win something then we can rate them,"[('chelseas', 0.5635), ('chelsea', 0.587), ('chelseas story', 0.5875), ('good summer everyone lesgooooo chelsea manhattan', 0.5896), ('superb swansea city player ratings', 0.6516)]"
89,terrys loyalty to chelsea is beyond words thats the difference between lampard and him taking nothing away from lampard he is an absolute legend at chelsea and the premier league but terry is up there with the very best of them google has announced that it is opening its first physical retail store called google store this summer in new york city im rewatching and i love raven and chelsea friendship so much they act like they actually grew together the way they move around each other and the banter look like really best friends he d be the top scorer at chelsea i ve seen enough watching swansea periodically over the last 18 or so months to say marc guehi is absolutely ready to play for chelsea and should be in the first team squad next season,"[('chelsea', 0.4401), ('lampard', 0.4674), ('terry', 0.5133), ('chelsea friendship', 0.5197), ('terrys loyalty', 0.6331)]"
90,thomas tuchel has revived chelsea s interest in declan rice and city are also interested in rice but a return t add him to our collection of ball playing cbs at chelsea then i hope he s as good as every is making him out to be i get to see tobi hugo and chelsea tonight i m horny bayern are a very good team if they were in pl they will up there in t4 5 but you cant tell me they have a monopoly there my grandma called me before this game and said good luck to chelsea cheers for that nan,"[('thomas tuchel', 0.4497), ('tuchel', 0.4868), ('chelsea', 0.5064), ('chelsea tonight', 0.5141), ('chelsea cheers', 0.5545)]"
91,yasir apparently man u havent submitted a bid for sancho and chelsea have made significant contact and are ready happen i think if he comes to chelsea it would be good for your club you need to focus on dm and cb options your attack is already good thank you david luiz no regardless of the result between chelsea vs leceister we will go to champions league in as much we win the rest of our games which we are currently doing high hopes for back to back weekends with the lifting of lockdown but hope the first 90 mins of my next saturday and the champions league final goes better for then the first 90 mins of this saturday night for we all know liverpool and leicester will win their games i say to her thank u,"[('leicester', 0.3179), ('liverpool', 0.3628), ('champions league final', 0.4135), ('chelsea', 0.4353), ('champions league', 0.4357)]"
92,mason mount is the youngest chelsea player to win the chelsea player of the year award since john te welcome bck from usa if you rearrange 2012 you can easily get 2021 so i would like to bet on chelsea to win the uefa champions league i said it first i am the original hell our first game vs chelsea was also exciting best game of the season el clasico surprise of the season vazquez rb i cried wont lie in chelsea i trust i follow back asap i d imagine chelsea would be my mate is a st holder though which helped spurs might be with the new stadium that could be true i went to an international friendly and they just went on general for anfield think the rest should be fine,"[('chelsea player', 0.4596), ('uefa champions league', 0.4735), ('imagine chelsea', 0.5056), ('chelsea', 0.5331), ('youngest chelsea player', 0.5354)]"
93,guehi is good man i pray chelsea dont drop the ball with him he could develop even further if he remained on loan where he is and swansea got promoted it is getting so much strong out there amerixs classes stunning goal sees second team book place at championship playoff final shxt we good okay you ready to go home best game of the season vs bar a 1 3 chelsea by gods grace 20 years old excellent in a back three back at chelsea next season i can never have it both ways so the consolation here is that chelsea are 100 winning the cl,"[('next season', 0.2811), ('stunning goal', 0.301), ('swansea', 0.4099), ('guehi', 0.4147), ('chelsea', 0.4723)]"
94,the followed a strong performance against the defending champs with a dominant win over the sparks the aces won 97 69 former spark and current ace chelsea gray led the way with 18 points forward added 17 points and 8 boards i hope the hierarchy are watching him closely amp make it a point to get him into first team mix in 1 2 seasons has to make it big at chelsea even right now there is good chance that chelsea will still play in europa next season know orta and co are huge fans of swansea pair cabango and guehi chelsea see how they handle the final chelsea got another serious player in marc guehi,"[('guehi chelsea', 0.416), ('chelsea', 0.446), ('chelsea gray', 0.4599), ('final chelsea', 0.4958), ('current ace chelsea gray', 0.6229)]"
95,my first time watching sergio score live was a penalty to staa nostalgic and very important comeback win in our first ever title winning season vs chelsea the nasri goal at the end was the icing thank god lucifer releases on 28 will help if i fail or chelsea fails ahhhh i get to meet your fam this is chelseas legend so dede ayew and chelsea are lifting a trophy on 29th beautiful latif be funny guy yeah thats okay but kane ederson de bruyne and dias are all world class top 5 in the world in their position i think the only world class player at chelsea atm is kante lukaku probably wc real chelsea fans love messi i repeat real this is one of many reasons why chelsea fans love diego costa so much,"[('chelsea atm', 0.4452), ('chelsea', 0.4536), ('chelseas legend', 0.5397), ('chelsea fans', 0.5504), ('wc real chelsea fans', 0.577)]"
96,i would really love rice at chelsea but not for more than 50m its where arsenal will belong next season and prayers are needed with good performance ray johnson exhibit at zwirner chelsea is a blast by the grace of god o gabriel out of lille and lille are on verge of winning league 1 delivered beautiful assists against city and chelsea because you are a good artist i like your gassy heroines ideas and i must admit im into chelsea dats was not so bad the guy in your avi peaked at liverpool and is more of a legend there than at chelsea tbf congratulations to our freshman chelsea lavezzo for an outstanding shore conference championship performance taking 3rd in the 100m amp 6th in the 200m god i want that chelsea jersey before may 29th,"[('liverpool', 0.3767), ('zwirner chelsea', 0.4843), ('chelsea', 0.5404), ('chelsea jersey', 0.5495), ('chelsea dats', 0.5675)]"
97,guehi on loan from chelsea to swansea looks a top prospect so composed for a cb amp reads the game very well congrats to chelsea fc for being the best club that played in spain this season florent malouda was an extremely good player for chelsea i swear am fucking happy even if we didnt win the league cant wait for chelsea to lose so they will join real madrid trophy less named young player of the year hope to see you in blue colors in london some days soon weve dominated each and every spanish team weve played against this season alot of people forget chelsea manchester city brought the best players in england to win their first premier league title then brought best talents across europe to win ucls arsenal need to replicate create winning culture,"[('arsenal need', 0.4095), ('premier league', 0.4161), ('chelsea manchester city', 0.4623), ('chelsea fc', 0.5023), ('chelsea', 0.5199)]"
98,good luck to him next is uruguay abi chelsea go sign am happy birthday chelsea cool chop for chelsea heard their name ring out around the stadium as fans of chelsea celebrated winning the carabao cup harry kane must join chelsea and next year hell also be celebrating winning the league title chelsea for the win then next week chelsea had recheck at vet yesterday still has high blood pressure which isnt typical of sards so had chest x rays and blood tests will have abdominal ultrasound on thursday good news is she is adjusting well to blindness and chest x rays looked good oh abi chelsea ankasa ibi women thema team so them go win hands down chelsea fans love class of 99 throwback pic with mount rice and six other top stars,"[('league title chelsea', 0.4885), ('happy birthday chelsea cool chop', 0.5018), ('chelsea fans', 0.5205), ('next week chelsea', 0.5214), ('happy birthday chelsea', 0.5519)]"
99,chelseas biggest achievement this year is beating real madrid that is how big we are so cry somewhere else and talk to me when you have ucl titles in double digits we want more leaders we want more players who care we want one of the best in their position we want someone who sees chelsea as the end game congrats now come to chelsea chelsea city city liverpool and city again all win the league by a wide margin a very happy birthday to social director chelsea darnell a great self advocate in the community happy birthday darling thanks for everything you do hi check out my history cheque cover and show me love by retweeting bahahahahahahha thank you all chelsea fans follow me i follow back,"[('chelseas', 0.5616), ('chelsea chelsea city city liverpool', 0.563), ('chelsea chelsea', 0.5715), ('chelsea', 0.5801), ('chelsea fans', 0.6011)]"
100,chelsea will win the champions league and it will be 3rd in the premier league mark this tweet that is what is so amazing about him he stands up for working class families and brings football fans together congrats on a great season pls beat chelsea agreed apafrom liverpool always quite liked them really stopped arse and chelsea winning things and are organically grown not chelsea gonna be awesome next season city is city l pool will come alive again united will continue developing no way arsenal will be top 4 no chance in hell oh rlly nice loads of chelsea prop on the account so haha why did he give it away good day sir,"[('liverpool', 0.4101), ('apafrom liverpool', 0.4103), ('champions league', 0.4649), ('chelsea prop', 0.5164), ('chelsea', 0.5262)]"
101,big game for tomorrow then champions league final big next few days for chelsea if i was in europe i would definitely be heading for portugal i love you sure but wishing my darling chelsea all the best we are in this together it seems we have the same fav were all together and winning is our aim so cheer us on through the sun and rain gbagamest im really praying for my darling chelsea and cr7 mehn chelsea fans follow i follow back asap we showed a great fighting spirit welcome home green bubbles thanks g hope chelsea win the cl a shout out to chelsea durham thank you for everything i may be the colts fan of the year but youre in my book welcome to chelsea bro wouldnt say we draw against chelsea but looks good,"[('champions league final', 0.5243), ('darling chelsea', 0.5369), ('chelsea bro', 0.5483), ('cr7 mehn chelsea fans', 0.5492), ('chelsea win', 0.58)]"
102,i like this speak it into existence every morning when you wake up say chelsea will win the champions league final the veil has been lifted is streaming today like what i did there check out more bts photos on my i love u chelsea were serious contenders this season also when they added havertz amp werner and those are serious players too man youll love these comparison memes of 2012 and 2021 chelsea winning the this game is more important than ucl final we need to show our spirit and work very hard chelsea forever kieran trippier has won a trophy before harry kane if he knows what s good for him he should come to chelsea mighty good team chelsea is go and get yourself a chilled champagne chelsea is bringing it proper chelsea legend,"[('proper chelsea legend', 0.5293), ('chelsea legend', 0.5298), ('champions league final', 0.5321), ('mighty good team chelsea', 0.5436), ('love chelsea', 0.5829)]"
103,chelsea fans its still possible if united could get kane a proven pl striker plus a solid cb then thats still a good transfer window pepe moved to arsenal lille could win there first title since 2011 yeah both could comfortably stafor chelsea and chelsea lashed the best of the them there ngos were staying at the best hotels e chelsea women pull off stunning comeback against bayern munich to make first uefa champions league final kun aguero a true legend come too chelsea come on the bees get up there in the and give us our 6 honey points supporting you lot all the way hehe am surprised most chelsea fans love messi benefits chelsea so it was good even chelsea dismantled real madrid im sure well be fine,"[('champions league final', 0.4467), ('chelsea', 0.517), ('chelsea fans', 0.5395), ('messi benefits chelsea', 0.5406), ('surprised most chelsea fans', 0.5796)]"
104,he wouldn t come cheap from chelsea but he d be a cracking signing yeah goooood night everyone alisson s heaven sent gift a reminder of football s joy in this gruelling season david hytner next is chelsea to celebrate gabriel moved to arsenal lille could win there first title since 2011 there ngos were staying at the best hotels eating at the best restaurants amp driving about in chelsea tractors but doing feck all else useful chelsea loses in the ucl final and there is something positive to take out of this entire football season the aggression in which chelsea press late on in games is something that tuchel has done brilliantly to achieve all about pre thanks for watching the soccer game today hopefully chelsea and leicester you have achieved everything in germany at bayern come to chelsea,"[('arsenal lille', 0.3285), ('chelsea tractors', 0.3349), ('tuchel', 0.4802), ('chelsea', 0.4843), ('useful chelsea', 0.498)]"
105,chelsea will win that trophy for the 2nd time it is a well deserved title the boys have been fighting from the very beginning sio kama hawa liverpool na chelsea wanaokumbuka shuka karibu na asubuhi na kuwavurugia wenzao tafrija chelsea is the best team in the world food from nairobi tasty tender liver recipe this is how i will cry tears of joy when chelsea lose ucl we just look at each other laugh and call each other werey shey u enjoyed it monaco midfielder and chelsea target aurelien tchouameni has won ligue 1s young player of the year award,"[('liverpool', 0.4332), ('trophy', 0.4519), ('chelsea target aurelien tchouameni', 0.4912), ('kuwavurugia wenzao tafrija chelsea', 0.5283), ('chelsea', 0.5876)]"
106,the aggression in which chelsea press late on in games is something that tuchel has done brilliantly to achieve all about preventing the opposition from sustaining pressure on their block late on and not falling back into that desperate hanging on mode chelsea visit aston villa to hang on to a top four finish it s simple it s a must win happy for you now come to chelsea tuchel remains coach chelsea gets rice and haaland and chelsea are champions of england again i follow back instantly at the moment guehi is having a good game for swansea in the play off semis kai havertz bagged a brace as chelsea beat fulham to further strengthen their position in the top four i still faith in chelsea in shaa allah we winning the ucl,"[('chelsea', 0.5029), ('tuchel', 0.5066), ('mode chelsea visit aston villa', 0.516), ('coach chelsea', 0.5458), ('chelsea tuchel', 0.6039)]"
107,on behalf of manchester citys fans around the world i want to take this golden chance to invites the following football fans at etihad stadium and thats tottenham chelsea arsenal and leicester fans guests of honor will be man u amp liverpool fans all are welcome there is a good possibility we beat man city liverpool leicester everton real madrid etc they are way bigger dan villa weve got a free preview video for you at h i know right this is so crazy i think my ballsack is gonna explode it usually only happens when i see a new madison beer post but oh my god this is better by 1000 go team chelsea,"[('liverpool fans', 0.5003), ('leicester fans guests', 0.5121), ('go team chelsea', 0.5138), ('man city liverpool leicester everton', 0.5314), ('manchester citys fans', 0.6286)]"
108,john terry my ambition is very very clear there s an end goal for me and that s managing chelsea football club my team will be winning hopefully very honest very organised very well drilled very well prepared and with a back 4 times chelsea need to stausing guehi from next season he s been top class this season to say the very least leicester making the cl would be nice too but at least they have last weekend to remember so im not bothered in their case although chelsea somehow blowing it would be absolutely hilarious surely chelsea keep hold of marc gu hi next season he s so good suarez is better than any chelsea player,"[('chelsea football club', 0.4205), ('chelsea', 0.433), ('john terry', 0.4552), ('terry', 0.472), ('chelsea player', 0.4771)]"
